Title,Year,Genres,Production Country,Budget,Revenue,Popularity,Vote Average
City of Ember,2008,"Adventure, Family, Fantasy",United States of America,55000000,17869048,8061467,6.2
Changeling,2008,"Crime, Drama, Mystery",United States of America,55000000,113020255,11672394,7.3
Seven Pounds,2008,Drama,United States of America,55000000,168167691,21708267,7.5
The Nutty Professor,1996,"Fantasy, Comedy, Romance, Science Fiction",United States of America,54000000,128769345,9651581,5.4
101 Dalmatians,1996,"Comedy, Family",United Kingdom,54000000,320689294,11470748,5.6
101 Dalmatians,1996,"Comedy, Family", United States of America,54000000,320689294,11470748,5.6
The Godfather: Part III,1990,"Crime, Drama, Thriller",Italy,54000000,136766062,17185349,7.1
The Godfather: Part III,1990,"Crime, Drama, Thriller", United States of America,54000000,136766062,17185349,7.1
Superman II,1980,"Action, Adventure, Fantasy, Science Fiction",United Kingdom,54000000,190458706,10301621,6.5
Superman II,1980,"Action, Adventure, Fantasy, Science Fiction", United States of America,54000000,190458706,10301621,6.5
Blade II,2002,"Fantasy, Horror, Action, Thriller",Germany,54000000,155010032,1705064,6.3
Blade II,2002,"Fantasy, Horror, Action, Thriller", United States of America,54000000,155010032,1705064,6.3
Gigli,2003,Drama,United States of America,54000000,7266209,11415316,3.5
V for Vendetta,2006,"Action, Thriller, Fantasy",Germany,54000000,132511035,20214422,7.7
V for Vendetta,2006,"Action, Thriller, Fantasy", United Kingdom,54000000,132511035,20214422,7.7
V for Vendetta,2006,"Action, Thriller, Fantasy", United States of America,54000000,132511035,20214422,7.7
"You, Me and Dupree",2006,"Comedy, Romance",United States of America,54000000,130431368,8570085,5.4
Crimson Tide,1995,"Action, Thriller, Drama",United States of America,53000000,157387195,8657365,7
Anastasia,1997,"Animation, Family",United States of America,53000000,139804348,11911173,7.4
Blow,2001,"Crime, Drama",United States of America,53000000,83282296,12332223,7.4
Angel Eyes,2001,"Drama, Romance, Thriller",United States of America,53000000,29700000,53962,5.5
Be Cool,2005,"Comedy, Crime",United States of America,53000000,95226116,13314233,5.4
Law Abiding Citizen,2009,"Drama, Crime, Thriller",United States of America,53000000,126690726,16639047,7.2
Moulin Rouge!,2001,"Drama, Music, Romance",Australia,52500000,179213434,13691781,7.4
Moulin Rouge!,2001,"Drama, Music, Romance", United States of America,52500000,179213434,13691781,7.4
Casino,1995,"Drama, Crime",France,52000000,116112375,10137389,7.8
Casino,1995,"Drama, Crime", United States of America,52000000,116112375,10137389,7.8
Apollo 13,1995,Drama,United States of America,52000000,355237933,18761467,7.3
The Thin Red Line,1998,"Drama, History, War",Canada,52000000,98126565,9783966,7.2
The Thin Red Line,1998,"Drama, History, War", United States of America,52000000,98126565,9783966,7.2
Erin Brockovich,2000,Drama,United States of America,52000000,256271286,10135446,7.1
Catch Me If You Can,2002,"Drama, Crime",United States of America,52000000,352114312,19833077,7.7
Hostage,2005,"Mystery, Drama, Thriller, Crime",Germany,52000000,77944725,9686638,6.2
Hostage,2005,"Mystery, Drama, Thriller, Crime", United States of America,52000000,77944725,9686638,6.2
The Break-Up,2006,"Romance, Comedy",United States of America,52000000,204999686,6327193,5.6
Mamma Mia!,2008,"Comedy, Romance",Germany,52000000,609841637,10534437,6.4
Mamma Mia!,2008,"Comedy, Romance", United Kingdom,52000000,609841637,10534437,6.4
Mamma Mia!,2008,"Comedy, Romance", United States of America,52000000,609841637,10534437,6.4
Eastern Promises,2007,"Thriller, Crime, Mystery",United Kingdom,51500000,55112356,9897909,7.2
Eastern Promises,2007,"Thriller, Crime, Mystery", United States of America,51500000,55112356,9897909,7.2
Eastern Promises,2007,"Thriller, Crime, Mystery", Canada,51500000,55112356,9897909,7.2
The Bachelor,1999,Comedy,United States of America,51000000,36911617,5061725,4.5
"Me, Myself & Irene",2000,Comedy,United States of America,51000000,149270999,995456,6.1
Barnyard,2006,"Animation, Comedy, Family",Germany,51000000,72779000,6984949,5.3
Barnyard,2006,"Animation, Comedy, Family", United States of America,51000000,72779000,6984949,5.3
Assassins,1995,"Action, Adventure, Crime, Thriller",France,50000000,30303072,11065939,6
Assassins,1995,"Action, Adventure, Crime, Thriller", United States of America,50000000,30303072,11065939,6
Fair Game,1995,"Action, Thriller, Romance",United States of America,50000000,11534477,5912223,4.1
Broken Arrow,1996,"Action, Adventure, Drama, Thriller",United States of America,50000000,150270147,14957626,5.7
Jade,1995,"Action, Thriller, Mystery, Romance",United States of America,50000000,9851610,11418917,5.1
Casper,1995,"Fantasy, Comedy, Family",United States of America,50000000,287928194,12812539,6
Congo,1995,"Action, Adventure, Drama, Mystery, Science Fiction, Thriller",United States of America,50000000,152022101,7260574,5
The Scarlet Letter,1995,"Drama, History, Romance",United States of America,50000000,10382407,6752119,5.5
Outbreak,1995,"Action, Drama, Science Fiction, Thriller",United States of America,50000000,189859560,13676444,6.4
Beverly Hills Cop III,1994,"Action, Comedy, Crime",United States of America,50000000,119208989,11787784,5.5
Terminal Velocity,1994,"Action, Thriller",United States of America,50000000,16478900,8012225,5
Striptease,1996,"Drama, Thriller, Crime",United States of America,50000000,113309743,11341502,4.4
Chain Reaction,1996,"Action, Drama, Science Fiction, Thriller",United States of America,50000000,60209334,15874491,5.3
Escape from L.A.,1996,"Action, Adventure, Science Fiction, Thriller",United States of America,50000000,42277365,12229381,5.6
The Chamber,1996,"Crime, Drama",United States of America,50000000,22540359,3998494,5.9
The Ghost and the Darkness,1996,Adventure,Germany,50000000,75000000,10789928,6.4
The Ghost and the Darkness,1996,Adventure, United States of America,50000000,75000000,10789928,6.4
Alien³,1992,"Science Fiction, Action, Horror",United Kingdom,50000000,159773545,17126768,6.2
Alien³,1992,"Science Fiction, Action, Horror", United States of America,50000000,159773545,17126768,6.2
Jerry Maguire,1996,"Comedy, Drama, Romance",United States of America,50000000,273552592,11807601,6.7
Absolute Power,1997,"Crime, Drama, Thriller",United States of America,50000000,50068310,766124,6.4
G.I. Jane,1997,"Action, Drama",United States of America,50000000,48169156,937934,6
The Game,1997,"Drama, Thriller, Mystery",United States of America,50000000,109423648,14825587,7.5
Mad City,1997,"Action, Drama, Thriller",United States of America,50000000,10541523,4909738,5.9
As Good as It Gets,1997,"Comedy, Romance",United States of America,50000000,314178011,9374049,7.2
Gremlins 2: The New Batch,1990,"Comedy, Horror, Fantasy",United States of America,50000000,41482207,14383185,6.3
The Negotiator,1998,"Action, Adventure, Crime, Drama, Mystery, Thriller",Germany,50000000,44547681,765502,6.8
The Negotiator,1998,"Action, Adventure, Crime, Drama, Mystery, Thriller", United States of America,50000000,44547681,765502,6.8
Santa Claus: The Movie,1985,"Family, Fantasy, Adventure, Science Fiction, Comedy",United States of America,50000000,23717291,11690532,6.1
Patch Adams,1998,"Comedy, Drama",United States of America,50000000,202292902,1252181,7
The Mod Squad,1999,"Action, Mystery, Thriller",United States of America,50000000,13260050,3826503,4.1
The Story of Us,1999,"Comedy, Drama, Romance",United States of America,50000000,58900031,5769957,5.9
The Hurricane,1999,Drama,United States of America,50000000,73956241,5716009,7.2
Annie,1982,"Comedy, Drama, Family, Music",United States of America,50000000,57059003,8997507,6.2
Exit Wounds,2001,"Action, Crime, Thriller",Canada,50000000,79958599,12280827,5.3
Exit Wounds,2001,"Action, Crime, Thriller", United States of America,50000000,79958599,12280827,5.3
Don't Say a Word,2001,Thriller,Australia,50000000,100020092,6824871,6
Don't Say a Word,2001,Thriller, United States of America,50000000,100020092,6824871,6
Baby's Day Out,1994,"Action, Adventure, Comedy, Family",United States of America,50000000,16671505,12508518,5.8
Murder by Numbers,2002,"Crime, Drama, Thriller",United States of America,50000000,56714147,9645801,6
Unfaithful,2002,"Thriller, Drama",United States of America,50000000,119137784,896839,6.3
Mr. Deeds,2002,"Comedy, Romance",United States of America,50000000,171269535,6674356,5.6
Blood Work,2002,"Crime, Drama, Mystery, Thriller",United States of America,50000000,26199517,5852263,6.1
How to Lose a Guy in 10 Days,2003,"Comedy, Romance",Germany,50000000,177371441,5188107,6.3
How to Lose a Guy in 10 Days,2003,"Comedy, Romance", United States of America,50000000,177371441,5188107,6.3
Shanghai Knights,2003,"Action, Adventure, Comedy, Western",Hong Kong,50000000,88323487,7469778,6
Shanghai Knights,2003,"Action, Adventure, Comedy, Western", United States of America,50000000,88323487,7469778,6
The Life of David Gale,2003,"Drama, Thriller, Crime",Germany,50000000,38955598,9930326,7.3
The Life of David Gale,2003,"Drama, Thriller, Crime", United Kingdom,50000000,38955598,9930326,7.3
The Life of David Gale,2003,"Drama, Thriller, Crime", United States of America,50000000,38955598,9930326,7.3
Basic,2003,"Action, Drama, Mystery, Thriller, Crime",United States of America,50000000,42792561,14327717,6.2
Out of Time,2003,"Thriller, Crime, Drama",United States of America,50000000,55495563,10738888,6.1
The Big Bounce,2004,"Comedy, Crime",United States of America,50000000,6808550,6496271,5
Twisted,2004,"Action, Adventure, Crime, Drama, Thriller",Germany,50000000,25195000,5376246,5.3
Twisted,2004,"Action, Adventure, Crime, Drama, Thriller", United States of America,50000000,25195000,5376246,5.3
On Deadly Ground,1994,"Action, Thriller",United States of America,50000000,49000000,6678661,4.6
Raising Helen,2004,"Drama, Comedy, Romance",United States of America,50000000,49718611,12448933,5.9
Garfield,2004,"Animation, Comedy, Family",United States of America,50000000,200804534,10003679,5.2
Shall We Dance?,2004,"Drama, Romance, Comedy",United States of America,50000000,170128460,9082538,5.9
Bridget Jones: The Edge of Reason,2004,"Comedy, Romance",France,50000000,40203020,778817,6.1
Bridget Jones: The Edge of Reason,2004,"Comedy, Romance", Germany,50000000,40203020,778817,6.1
Bridget Jones: The Edge of Reason,2004,"Comedy, Romance", Ireland,50000000,40203020,778817,6.1
Bridget Jones: The Edge of Reason,2004,"Comedy, Romance", United Kingdom,50000000,40203020,778817,6.1
Bridget Jones: The Edge of Reason,2004,"Comedy, Romance", United States of America,50000000,40203020,778817,6.1
The Ring Two,2005,"Drama, Horror, Thriller",United States of America,50000000,161451538,1615818,5.5
The Life Aquatic with Steve Zissou,2004,"Adventure, Comedy, Drama",United States of America,50000000,34808403,6936677,7.1
The Hitchhiker's Guide to the Galaxy,2005,"Adventure, Comedy, Family, Science Fiction",United States of America,50000000,104478416,13257255,6.6
The Adventures of Sharkboy and Lavagirl,2005,"Adventure, Family, Science Fiction",United States of America,50000000,69425966,6477862,4.4
Herbie Fully Loaded,2005,"Comedy, Family, Adventure, Fantasy, Romance",United States of America,50000000,66002004,935239,5.1
The Dukes of Hazzard,2005,"Action, Adventure, Comedy",United States of America,50000000,110803676,9039467,5.1
Domino,2005,"Action, Crime",France,50000000,22944502,6394143,6
Domino,2005,"Action, Crime", United Kingdom,50000000,22944502,6394143,6
Domino,2005,"Action, Crime", United States of America,50000000,22944502,6394143,6
Oliver Twist,2005,"Crime, Drama, Family",Czech Republic,50000000,42093706,12369935,6.7
Oliver Twist,2005,"Crime, Drama, Family", France,50000000,42093706,12369935,6.7
Oliver Twist,2005,"Crime, Drama, Family", Italy,50000000,42093706,12369935,6.7
Oliver Twist,2005,"Crime, Drama, Family", United Kingdom,50000000,42093706,12369935,6.7
Into the Blue,2005,"Action, Thriller, Adventure, Crime",United States of America,50000000,44434439,10022102,5.8
Stay,2005,"Mystery, Thriller, Drama",United States of America,50000000,8342132,6572049,6.5
Syriana,2005,"Drama, Thriller",United States of America,50000000,94000000,5768575,6.3
Underworld: Evolution,2006,"Fantasy, Action, Science Fiction, Thriller",United States of America,50000000,111340801,12496805,6.4
Curious George,2006,"Adventure, Animation, Comedy, Family",United States of America,50000000,69834815,12602502,6.1
Failure to Launch,2006,Comedy,United States of America,50000000,128406887,9438013,5.5
The Shaggy Dog,2006,"Comedy, Family",United States of America,50000000,61112916,4878907,4.5
Silent Hill,2006,"Horror, Mystery",Canada,50000000,97607453,7938457,6.3
Silent Hill,2006,"Horror, Mystery", France,50000000,97607453,7938457,6.3
Silent Hill,2006,"Horror, Mystery", Japan,50000000,97607453,7938457,6.3
Silent Hill,2006,"Horror, Mystery", United States of America,50000000,97607453,7938457,6.3
RV,2006,Comedy,Germany,50000000,87528173,11511424,5.6
RV,2006,Comedy, United Kingdom,50000000,87528173,11511424,5.6
RV,2006,Comedy, United States of America,50000000,87528173,11511424,5.6
The Ant Bully,2006,"Fantasy, Adventure, Animation, Comedy, Family",United States of America,50000000,55181129,7000272,5.5
The Black Dahlia,2006,Drama,France,50000000,49111202,6506572,5.7
The Black Dahlia,2006,Drama, Germany,50000000,49111202,6506572,5.7
The Black Dahlia,2006,Drama, United States of America,50000000,49111202,6506572,5.7
Perfume: The Story of a Murderer,2006,"Crime, Fantasy, Drama",Spain,50000000,132180323,10297304,7.1
Perfume: The Story of a Murderer,2006,"Crime, Fantasy, Drama", Germany,50000000,132180323,10297304,7.1
Perfume: The Story of a Murderer,2006,"Crime, Fantasy, Drama", France,50000000,132180323,10297304,7.1
Hannibal Rising,2007,"Crime, Drama, Thriller",United Kingdom,50000000,82169884,2159558,6
Hannibal Rising,2007,"Crime, Drama, Thriller", Czech Republic,50000000,82169884,2159558,6
Hannibal Rising,2007,"Crime, Drama, Thriller", France,50000000,82169884,2159558,6
Hannibal Rising,2007,"Crime, Drama, Thriller", Italy,50000000,82169884,2159558,6
Sunshine,2007,"Science Fiction, Thriller",United Kingdom,50000000,32017803,12715571,7
Sunshine,2007,"Science Fiction, Thriller", United States of America,50000000,32017803,12715571,7
Goya's Ghosts,2006,Drama,Spain,50000000,9448082,591265,6.6
Goya's Ghosts,2006,Drama, United States of America,50000000,9448082,591265,6.6
Hairspray,2007,"Family, Comedy, Music, Romance",United Kingdom,50000000,90450008,7768045,6.5
Hairspray,2007,"Family, Comedy, Music, Romance", United States of America,50000000,90450008,7768045,6.5
Sweeney Todd: The Demon Barber of Fleet Street,2007,"Drama, Horror, Music",United Kingdom,50000000,152000000,10038401,7
Sweeney Todd: The Demon Barber of Fleet Street,2007,"Drama, Horror, Music", United States of America,50000000,152000000,10038401,7
Rambo,2008,"Action, Thriller",Germany,50000000,113244290,991556,6.4
Rambo,2008,"Action, Thriller", United States of America,50000000,113244290,991556,6.4
Outlander,2008,"Fantasy, Action, Science Fiction",Germany,50000000,7033683,14611182,6.1
Outlander,2008,"Fantasy, Action, Science Fiction", United States of America,50000000,7033683,14611182,6.1
The International,2009,"Drama, Thriller, Crime",Germany,50000000,60161391,6583609,6
The International,2009,"Drama, Thriller, Crime", United Kingdom,50000000,60161391,6583609,6
The International,2009,"Drama, Thriller, Crime", United States of America,50000000,60161391,6583609,6
Street Fighter: The Legend of Chun-Li,2009,"Action, Adventure, Science Fiction, Thriller",Canada,50000000,12764201,6660188,3.9
Street Fighter: The Legend of Chun-Li,2009,"Action, Adventure, Science Fiction, Thriller", India,50000000,12764201,6660188,3.9
Street Fighter: The Legend of Chun-Li,2009,"Action, Adventure, Science Fiction, Thriller", Japan,50000000,12764201,6660188,3.9
Street Fighter: The Legend of Chun-Li,2009,"Action, Adventure, Science Fiction, Thriller", United States of America,50000000,12764201,6660188,3.9
Knowing,2009,"Action, Adventure, Drama, Mystery, Science Fiction, Thriller",United Kingdom,50000000,155446362,9806904,5.9
Knowing,2009,"Action, Adventure, Drama, Mystery, Science Fiction, Thriller", United States of America,50000000,155446362,9806904,5.9
Knowing,2009,"Action, Adventure, Drama, Mystery, Science Fiction, Thriller", Australia,50000000,155446362,9806904,5.9
The Boat That Rocked,2009,"Drama, Comedy",Germany,50000000,36348784,8395618,7.2
The Boat That Rocked,2009,"Drama, Comedy", United Kingdom,50000000,36348784,8395618,7.2
The Boat That Rocked,2009,"Drama, Comedy", France,50000000,36348784,8395618,7.2
Race to Witch Mountain,2009,"Adventure, Family, Fantasy, Science Fiction, Thriller, Action",United States of America,50000000,106303988,8176147,5.4
Gamer,2009,"Action, Thriller, Science Fiction",United States of America,50000000,40828540,9730681,5.6
The Twilight Saga: New Moon,2009,"Adventure, Fantasy, Drama, Romance",United States of America,50000000,709827462,30121292,5.6
Basic Instinct,1992,"Thriller, Mystery",France,49000000,352927224,16628427,6.5
Basic Instinct,1992,"Thriller, Mystery", United States of America,49000000,352927224,16628427,6.5
The One,2001,"Action, Science Fiction, Thriller",United States of America,49000000,72700000,9769047,5.7
The Adventures of Ford Fairlane,1990,"Action, Comedy, Thriller, Crime, Mystery",United States of America,49000000,20423389,3834949,6.2
Super Mario Bros.,1993,"Adventure, Comedy, Family, Fantasy",United Kingdom,48000000,20915465,7198455,4
Super Mario Bros.,1993,"Adventure, Comedy, Family, Fantasy", United States of America,48000000,20915465,7198455,4
Robin Hood: Prince of Thieves,1991,Adventure,United States of America,48000000,390493908,10639244,6.6
Indiana Jones and the Last Crusade,1989,"Adventure, Action",United States of America,48000000,474171806,14788987,7.6
Out of Sight,1998,"Romance, Comedy, Crime",United States of America,48000000,77745568,7349812,6.5
The Thomas Crown Affair,1999,"Drama, Crime, Romance",United States of America,48000000,124305181,10961226,6.7
Bedazzled,2000,"Fantasy, Comedy, Romance",United States of America,48000000,90383208,8781588,5.6
Traffic,2000,"Thriller, Drama, Crime",Germany,48000000,207515725,8338222,6.9
Traffic,2000,"Thriller, Drama, Crime", United States of America,48000000,207515725,8338222,6.9
Rat Race,2001,"Adventure, Comedy",Canada,48000000,85498534,12330275,6
Rat Race,2001,"Adventure, Comedy", United States of America,48000000,85498534,12330275,6
Riding in Cars with Boys,2001,"Comedy, Drama, Romance",United States of America,48000000,35743308,4556123,6.5
K-PAX,2001,"Drama, Science Fiction",Germany,48000000,50315140,12400152,7.1
K-PAX,2001,"Drama, Science Fiction", United Kingdom,48000000,50315140,12400152,7.1
K-PAX,2001,"Drama, Science Fiction", United States of America,48000000,50315140,12400152,7.1
Panic Room,2002,"Crime, Drama, Thriller",United States of America,48000000,196397415,14969502,6.6
The Ring,2002,"Horror, Mystery",Japan,48000000,249348933,13740965,6.5
The Ring,2002,"Horror, Mystery", United States of America,48000000,249348933,13740965,6.5
Scary Movie 3,2003,Comedy,United States of America,48000000,220673217,11142209,5.8
Mary Reilly,1996,"Drama, Horror, Thriller, Romance",United States of America,47000000,12379402,12866139,5.7
The Cable Guy,1996,"Comedy, Drama, Thriller",United States of America,47000000,102825796,7586577,5.7
Dick Tracy,1990,"Adventure, Action, Comedy, Thriller, Crime",United States of America,47000000,103738726,8304776,5.9
The Bonfire of the Vanities,1990,"Comedy, Drama",United States of America,47000000,15691192,5507082,5.3
Solaris,2002,"Drama, Science Fiction, Mystery, Romance",United States of America,47000000,30002758,10642824,5.9
1492: Conquest of Paradise,1992,"Action, Adventure, Drama, History",France,47000000,7191399,11618792,6.1
1492: Conquest of Paradise,1992,"Action, Adventure, Drama, History", Costa Rica,47000000,7191399,11618792,6.1
1492: Conquest of Paradise,1992,"Action, Adventure, Drama, History", Spain,47000000,7191399,11618792,6.1
1492: Conquest of Paradise,1992,"Action, Adventure, Drama, History", United Kingdom,47000000,7191399,11618792,6.1
1492: Conquest of Paradise,1992,"Action, Adventure, Drama, History", United States of America,47000000,7191399,11618792,6.1
Happily N'Ever After,2006,"Animation, Comedy, Family, Fantasy, Science Fiction",Germany,47000000,38085778,13139893,4.6
Happily N'Ever After,2006,"Animation, Comedy, Family, Fantasy, Science Fiction", United States of America,47000000,38085778,13139893,4.6
The Adventures of Baron Munchausen,1988,"Action, Adventure, Comedy, Fantasy",Italy,46630000,8083123,7753416,6.9
The Adventures of Baron Munchausen,1988,"Action, Adventure, Comedy, Fantasy", United Kingdom,46630000,8083123,7753416,6.9
The Flintstones,1994,"Fantasy, Comedy, Family",United States of America,46000000,341631208,15019586,5
Courage Under Fire,1996,"Drama, Thriller, Mystery, War",United States of America,46000000,100860818,11595316,6.2
Star Trek: First Contact,1996,"Science Fiction, Action, Adventure, Thriller",United States of America,46000000,150000000,8808497,7
Shaft,2000,"Action, Adventure, Crime, Thriller",Germany,46000000,107196498,7420019,5.5
Shaft,2000,"Action, Adventure, Crime, Thriller", United States of America,46000000,107196498,7420019,5.5
Insomnia,2002,"Crime, Mystery, Thriller",United States of America,46000000,113714830,11424974,6.8
Showgirls,1995,Drama,France,45000000,20350754,17502375,4.9
Showgirls,1995,Drama, United States of America,45000000,20350754,17502375,4.9
Mary Shelley's Frankenstein,1994,"Drama, Horror, Science Fiction, Romance",United Kingdom,45000000,112006296,14287753,6.1
Mary Shelley's Frankenstein,1994,"Drama, Horror, Science Fiction, Romance", Japan,45000000,112006296,14287753,6.1
Mary Shelley's Frankenstein,1994,"Drama, Horror, Science Fiction, Romance", United States of America,45000000,112006296,14287753,6.1
The Specialist,1994,"Action, Thriller",Peru,45000000,170362582,10388183,5.5
The Specialist,1994,"Action, Thriller", United States of America,45000000,170362582,10388183,5.5
The Client,1994,"Drama, Thriller, Crime, Mystery",United States of America,45000000,117615211,15263829,6.4
I Love Trouble,1994,"Action, Comedy, Romance",United States of America,45000000,61947267,3570874,5.3
The Lion King,1994,"Family, Animation, Drama",United States of America,45000000,788241776,21605761,8
The Phantom,1996,"Adventure, Action",Australia,45000000,17300889,8079541,4.7
The Phantom,1996,"Adventure, Action", United States of America,45000000,17300889,8079541,4.7
Jack,1996,"Comedy, Drama, Science Fiction",United States of America,45000000,58620973,6287245,5.9
Tin Cup,1996,"Comedy, Drama, Romance",United States of America,45000000,53854588,624966,5.9
Shadow Conspiracy,1997,"Action, Thriller",United States of America,45000000,2154540,3733574,4
Liar Liar,1997,Comedy,United States of America,45000000,302710615,10102471,6.4
Anaconda,1997,"Adventure, Horror, Thriller",Brazil,45000000,136885767,14386089,4.8
Anaconda,1997,"Adventure, Horror, Thriller", Peru,45000000,136885767,14386089,4.8
Anaconda,1997,"Adventure, Horror, Thriller", United States of America,45000000,136885767,14386089,4.8
Deep Rising,1998,"Adventure, Action, Horror, Science Fiction",Canada,45000000,11203026,6922458,6
Deep Rising,1998,"Adventure, Action, Horror, Science Fiction", United States of America,45000000,11203026,6922458,6
Blade,1998,"Horror, Action",United States of America,45000000,131183530,15043454,6.5
The Pelican Brief,1993,"Drama, Mystery, Thriller, Crime",United States of America,45000000,195268056,8708306,6.3
Universal Soldier: The Return,1999,"Action, Science Fiction",United States of America,45000000,10667893,7805145,4.2
Galaxy Quest,1999,"Comedy, Family, Science Fiction",United States of America,45000000,90683916,15831374,6.9
Patriot Games,1992,"Drama, Action, Thriller, Crime",United States of America,45000000,178051587,11075674,6.4
Chicken Run,2000,"Animation, Comedy, Family",United Kingdom,45000000,224834564,11834245,6.5
Coyote Ugly,2000,"Comedy, Drama, Music, Romance",United States of America,45000000,113916474,15650836,5.8
Miss Congeniality,2000,"Comedy, Crime, Action",United States of America,45000000,212000000,9510762,6.1
Scary Movie 2,2001,Comedy,Canada,45000000,141220678,10869056,5.4
Scary Movie 2,2001,Comedy, United States of America,45000000,141220678,10869056,5.4
Training Day,2001,"Action, Crime, Drama, Thriller",Australia,45000000,104876233,13664622,7.3
Training Day,2001,"Action, Crime, Drama, Thriller", United States of America,45000000,104876233,13664622,7.3
Intersection,1994,"Drama, Romance",United States of America,45000000,21355893,8295437,5.1
Changing Lanes,2002,"Action, Adventure, Crime, Thriller",United States of America,45000000,94935764,781862,5.9
Chicago,2002,"Action, Comedy, Crime, Drama, Music",United States of America,45000000,306776732,13325347,6.9
"Legally Blonde 2: Red, White & Blonde",2003,Comedy,United States of America,45000000,124914842,7288046,5.2
Taking Lives,2004,"Action, Crime, Mystery, Thriller",United States of America,45000000,65470529,785646,6
Resident Evil: Apocalypse,2004,"Horror, Action, Science Fiction",United Kingdom,45000000,129394835,7850797,6.1
Resident Evil: Apocalypse,2004,"Horror, Action, Science Fiction", United States of America,45000000,129394835,7850797,6.1
Resident Evil: Apocalypse,2004,"Horror, Action, Science Fiction", Germany,45000000,129394835,7850797,6.1
Resident Evil: Apocalypse,2004,"Horror, Action, Science Fiction", France,45000000,129394835,7850797,6.1
Resident Evil: Apocalypse,2004,"Horror, Action, Science Fiction", Canada,45000000,129394835,7850797,6.1
Surviving Christmas,2004,"Comedy, Romance",United States of America,45000000,14793624,8698971,5.1
Flight of the Phoenix,2004,"Action, Adventure, Drama, Thriller",United States of America,45000000,21009180,15434731,5.7
Unleashed,2005,"Action, Crime",France,45000000,50871113,790583,6.6
Unleashed,2005,"Action, Crime", United Kingdom,45000000,50871113,790583,6.6
Unleashed,2005,"Action, Crime", United States of America,45000000,50871113,790583,6.6
Kicking & Screaming,2005,"Romance, Comedy, Family",United States of America,45000000,56070433,9875573,5.6
Rebound,2005,"Comedy, Family",United States of America,45000000,16809014,4373457,5.2
Four Brothers,2005,"Action, Crime",United States of America,45000000,92374674,684109,6.7
"Yours, Mine & Ours",2005,"Comedy, Family, Romance",United States of America,45000000,72028752,10238422,5.7
The Producers,2005,"Comedy, Music",United States of America,45000000,38058335,5037224,6.1
Last Holiday,2006,"Adventure, Comedy, Drama",United States of America,45000000,38399961,553836,6.4
Firewall,2006,Thriller,United States of America,45000000,82800000,6500892,5.6
Firewall,2006,Thriller, Australia,45000000,82800000,6500892,5.6
Inside Man,2006,"Crime, Drama, Thriller",United States of America,45000000,184376254,13393548,7.3
Scary Movie 4,2006,Comedy,United States of America,45000000,178262620,13096692,5.3
Pathfinder,2007,Adventure,United States of America,45000000,30822861,11101549,5.4
Resident Evil: Extinction,2007,"Horror, Action, Science Fiction",Australia,45000000,148412065,3009134,6.1
Resident Evil: Extinction,2007,"Horror, Action, Science Fiction", France,45000000,148412065,3009134,6.1
Resident Evil: Extinction,2007,"Horror, Action, Science Fiction", Germany,45000000,148412065,3009134,6.1
Resident Evil: Extinction,2007,"Horror, Action, Science Fiction", United Kingdom,45000000,148412065,3009134,6.1
Resident Evil: Extinction,2007,"Horror, Action, Science Fiction", United States of America,45000000,148412065,3009134,6.1
Love in the Time of Cholera,2007,"Drama, Romance",United States of America,45000000,4607608,520735,6.5
The Bucket List,2007,"Drama, Comedy",United States of America,45000000,175372502,9070643,7
Journey to the Center of the Earth,2008,"Action, Science Fiction, Adventure, Comedy, Family",United States of America,45000000,101702060,10419974,5.8
Death Race,2008,"Action, Thriller, Science Fiction",United Kingdom,45000000,73762516,1353003,6
Death Race,2008,"Action, Thriller, Science Fiction", United States of America,45000000,73762516,1353003,6
Death Race,2008,"Action, Thriller, Science Fiction", Germany,45000000,73762516,1353003,6
Bangkok Dangerous,2008,"Action, Crime, Thriller",United States of America,45000000,42487390,6576009,5
Miracle at St. Anna,2008,"Drama, War",Italy,45000000,9323833,11221186,6.3
Miracle at St. Anna,2008,"Drama, War", United States of America,45000000,9323833,11221186,6.3
Aliens in the Attic,2009,"Adventure, Comedy, Family, Fantasy, Science Fiction",Canada,45000000,57881056,11618472,5.3
Aliens in the Attic,2009,"Adventure, Comedy, Family, Fantasy, Science Fiction", United States of America,45000000,57881056,11618472,5.3
Nixon,1995,"History, Drama",United States of America,44000000,13681765,5092,7.1
The Fugitive,1993,"Adventure, Action, Thriller, Crime, Mystery",United States of America,44000000,368875760,1008937,7.2
Sleepers,1996,"Crime, Drama, Thriller",United States of America,44000000,165615285,9198283,7.3
Rambo: First Blood Part II,1985,"Action, Adventure, Thriller, War",United States of America,44000000,300400432,11924462,6.3
Battlefield Earth,2000,"Action, Science Fiction, War",United States of America,44000000,21400000,5276926,3
Heaven's Gate,1980,"Action, Drama, History, Western",United States of America,44000000,3484331,4393576,6.5
Finding Forrester,2000,Drama,United States of America,43000000,80049764,10536255,7
The Sweetest Thing,2002,"Romance, Comedy",United States of America,43000000,68696770,8889064,5.3
Elektra,2005,"Action, Fantasy",Canada,43000000,56681566,13802674,4.9
Elektra,2005,"Action, Fantasy", United States of America,43000000,56681566,13802674,4.9
Monster-in-Law,2005,"Romance, Comedy",United States of America,43000000,154749918,6328385,5.6
Monster-in-Law,2005,"Romance, Comedy", Germany,43000000,154749918,6328385,5.6
