title,year,imdb,tmdb,genre
Pretend It's a City,2021,8.1,7.7,comedy
Through My Window,2022,5.4,7.6,romance
Crime Scene: The Vanishing at the Cecil Hotel,2021,5.9,7.2,documentation
Long Story Short,2021,6.5,7,fantasy
Super Crooks,2021,7.1,7.1,scifi
Life After Death with Tyler Henry,2022,5.5,5.5,reality
Night Teeth,2021,5.6,6.6,comedy
A Cop Movie,2021,7,7.3,drama
Marmaduke,2022,3,5.4,comedy
Catching Killers,2021,7.1,6.9,documentation
Love Hard,2021,6.3,7.1,comedy
Animal,2021,7.9,8.7,documentation
Hometown Cha-Cha-Cha,2021,8.5,8.2,comedy
Stowaway,2021,5.6,5.8,thriller
Mai,2022,0,0,crime
Things Heard & Seen,2021,5.3,5.8,horror
Fistful of Vengeance,2022,4.5,5.4,fantasy
Procession,2021,7.2,5.8,documentation
Green Mothers' Club,2022,7.1,7.7,drama
Bruised,2021,6.1,7,drama
Space Sweepers,2021,6.5,7.1,scifi
The Last Letter From Your Lover,2021,6.6,7.5,romance
The Pirates: The Last Royal Treasure,2022,6,6.7,action
Chosen,2022,4.3,6.9,scifi
Dave Chappelle: The Closer,2021,8,7.3,comedy
An astrological guide for broken hearts,2021,7.1,7.4,comedy
Sophie: A Murder in West Cork,2021,6.8,6.5,crime
Yes Day,2021,5.7,6.9,comedy
Standing Up,2022,6.2,9,comedy
Who Rules The World,2022,9.2,8.7,drama
Monsters Inside: The 24 Faces of Billy Milligan,2021,6.2,7.2,crime
Countdown: Inspiration4 Mission to Space,2021,7.9,6.7,documentation
Glria,2021,8,7,drama
This Is a Robbery: The World's Biggest Art Heist,2021,6.5,7,crime
Jim Gaffigan: Comedy Monster,2021,6.8,6.7,comedy
The Wasteland,2022,4.6,4.9,thriller
Fear Street: Part Two - 1978,2021,6.7,7.3,drama
The Lovebirds,2021,6,5.8,action
Final Account,2021,7.1,7.1,documentation
Heist,2021,6.8,6.9,crime
History of Swear Words,2021,6.4,6.9,comedy
Trese,2021,7,7.4,crime
The Sound of Magic,2022,8,7.5,drama
Awake,2021,4.8,6,scifi
High on the Hog: How African American Cuisine Transformed America,2021,0,0,documentation
The God Committee,2021,5.8,7.1,drama
Malcolm & Marie,2021,6.6,7.1,drama
The White Tiger,2021,7.1,6.9,drama
Seaspiracy,2021,8.1,7.9,documentation
He's Expecting,2022,1.6,4,drama
Fatherhood,2021,6.6,7.6,drama
He-Man and the Masters of the Universe,2021,5.8,7.4,scifi
Moxie,2021,6.7,7.4,comedy
Rurouni Kenshin: The Beginning,2021,7.4,7.8,drama
Britney vs. Spears,2021,6.4,7.2,documentation
Ali Wong: Don Wong,2022,6.5,7,comedy
Colin in Black & White,2021,5.4,6.5,drama
The Sons of Sam: A Descent Into Darkness,2021,7,7.4,documentation
Back to the Outback,2021,6.5,7.7,family
Crime Scene: The Times Square Killer,2021,6.5,7,crime
Badhaai Do,2022,7.3,7.3,comedy
Tyler Perry's A Madea Homecoming,2022,5.6,6.9,comedy
Gone for Good,2021,6.3,5.9,drama
A Classic Horror Story,2021,0,5.9,horror
High-Rise Invasion,2021,6.6,8.4,action
Ronny Chieng: Speakeasy,2022,0,6.6,comedy
Record of Ragnarok,2021,6.2,8.6,scifi
Dancing on Glass,2022,5.5,5.8,drama
All Hail,2022,5.6,6.2,comedy
Beckett,2021,5.6,6.3,thriller
7 Prisoners,2021,7.1,7.1,drama
Night Drive,2022,0,8,thriller
Ghost in the Shell: SAC_2045 Sustainable War,2021,0,8.2,animation
83,2021,7.4,6.8,drama
The Way of the Househusband,2021,7.3,8.7,animation
Fate: The Winx Saga,2021,6.8,8.4,scifi
Shaman King,2021,7,8.4,comedy
SAS: Red Notice,2021,5.2,5.9,action
Jaguar,2021,5.7,7.2,war
Dasvi,2022,8,5.7,drama
Yasuke,2021,6.2,7.8,scifi
Saturday Morning All Star Hits!,2021,7.6,5.6,animation
Thar,2022,0,6.6,thriller
Fever Dream,2021,5.4,5.9,drama
America: The Motion Picture,2021,5.6,5.8,action
The Perfect Family,2021,6.2,0,comedy
Audible,2021,5.3,7,documentation
Love and Leashes,2022,6.3,6.5,romance
Count Me In,2021,6.8,7.1,documentation
My Best Friend Anne Frank,2021,6.2,6.6,drama
Post Mortem: No One Dies in Skarnes,2021,7.1,0,thriller
The Cook of Castamar,2021,7.4,7.1,drama
Thirty-Nine,2022,7.9,9.5,drama
The Block Island Sound,2021,5.3,5.2,horror
Blippi Wonders,2021,0,7,animation
Bulgasal: Immortal Souls,2021,7.4,8.1,scifi
Pretty Smart,2021,5.7,7,comedy
Rita Moreno: Just a Girl Who Decided to Go for It,2021,7.7,7.1,documentation
Jump like a Witch,2022,0,0,reality
My Unorthodox Life,2021,5.5,6.5,reality
On the Verge,2021,6.5,5.8,comedy
Sweet Girl,2021,5.5,6.8,drama
Restless,2022,5.8,6,thriller
Rurouni Kenshin: The Final,2021,7.2,7.9,drama
Fear Street: 1666,2021,0,7.3,horror
Mishan Impossible,2022,6.7,8,thriller
Baki Hanma,2021,6.6,8,thriller
The King's Affection,2021,0,8.6,drama
Riverdance: The Animated Adventure,2021,5.5,5.3,fantasy
Juvenile Justice,2022,8,8.4,drama
City of Ghosts,2021,6.1,7.3,drama
DOTA: Dragon's Blood,2021,7.8,8,scifi
Blue Period,2021,7.7,7.7,animation
The Club,2021,7.9,7.2,drama
The Raincoat Killer: Chasing a Predator in Korea,2021,6.4,6.7,documentation
School of Chocolate,2021,7.6,6.9,reality
Without Saying Goodbye,2022,5.7,6.7,romance
Schumacher,2021,7.4,7.3,sport
Wish Dragon,2021,7.2,8.1,fantasy
Falling Into Your Smile,2021,8.4,9.4,drama
Green Snake,2021,6.8,8.6,fantasy
Blue Miracle,2021,6.6,7.5,drama
Godzilla Singular Point,2021,6.5,7.3,scifi
Snabba Cash,2021,7.6,7,drama
Jimmy Carr: His Dark Material,2021,7.1,6.8,comedy
Deadly Illusions,2021,0,5,thriller
Cocaine Cowboys: The Kings of Miami,2021,7.1,7.8,documentation
Wild Abandon,2022,7.2,7.6,drama
Good on Paper,2021,5.6,5.6,romance
EDENS ZERO,2021,0,7.9,action
The Royal Treatment,2022,5.2,6.7,romance
Nobody Sleeps in the Woods Tonight 2,2021,3.9,4.1,horror
Pretty Guardians Sailor Moon Eternal The Movie,2021,0,9.6,action
The Upshaws,2021,6.8,8.4,comedy
Aileen Wuornos: American Boogeywoman,2021,3.6,4.9,drama
Aziz Ansari: Nightclub Comedian,2022,7,6.7,comedy
Love (ft. Marriage and Divorce),2021,6.6,6.6,drama
Operation Varsity Blues: The College Admissions Scandal,2021,6.9,7,drama
Neymar: The Perfect Chaos,2022,6.6,7.4,documentation
Single All the Way,2021,6.1,6.4,comedy
Nate Bargatze: The Greatest Average American,2021,7.3,7.1,comedy
Eden,2021,6.6,6.9,scifi
Minnal Murali,2021,8.1,7.2,action
Tribes of Europa,2021,6.7,7.2,scifi
Finding 'Ohana,2021,6.1,6.5,comedy
Q-Force,2021,6.4,7.3,scifi
To All the Boys: Always and Forever,2021,6.3,7.7,romance
Bad Sport,2021,7.3,7.4,crime
Age of Samurai: Battle for Japan,2021,7.4,7.1,drama
He's All That,2021,4.3,6.8,comedy
Bling Empire,2021,5.8,9.2,reality
Misha and the Wolves,2021,6.7,7.1,documentation
Surviving Death,2021,6.1,6.9,documentation
Never Back Down: Revolt,2021,3.9,6.6,drama
Dig Deeper: The Disappearance of Birgit Meier,2021,7.3,7.9,crime
The Journalist,2022,7,8.1,drama
Mixtape,2021,6.6,7.1,comedy
Untold: Malice at the Palace,2021,7.5,7,crime
Baking Impossible,2021,7,6,reality
Death to 2021,2021,6.3,6,comedy
Beyond Evil,2021,8.1,8.4,crime
Jeff Foxworthy: The Good Old Days,2022,6.1,6.1,comedy
Hilda and the Mountain King,2021,7.7,7.6,fantasy
Two,2021,0,5.4,thriller
40 Years Young,2022,4.2,5.9,comedy
The Privilege,2022,4.6,5.1,scifi
The River Runner,2021,6.9,6,documentation
My Father's Violin,2022,6.4,8,drama
Extinct,2021,5.4,6.5,comedy
Prey,2021,4.3,4.6,drama
Centaurworld,2021,7.6,7.5,scifi
Django & Django,2021,6.9,0,documentation
Shiny_Flakes: The Teenage Drug Lord,2021,7.3,7.8,crime
Power Rangers Dino Fury,2021,7,0,comedy
Our Beloved Summer,2021,0,8.8,drama
House of Secrets: The Burari Deaths,2021,7.4,7.6,documentation
Photocopier,2021,6.8,7.1,drama
Open Your Eyes,2021,6.5,7.2,scifi
Savage Beauty,2022,0,6,drama
Tiger King: The Doc Antle Story,2021,6.2,6.5,crime
Tear Along the Dotted Line,2021,8.7,8.4,drama
Pray Away,2021,6.5,7,documentation
Feels Like Ishq,2021,6.4,6,drama
The Creature Cases,2022,0,8.3,animation
Bordertown: The Mural Murders,2021,6.2,6.7,crime
Octonauts: Above & Beyond,2021,7.4,8,family
Senzo: Murder of a Soccer Star,2022,0,0,crime
The Crew,2021,6.5,7.2,comedy
The Unlikely Murderer,2021,7,7.4,drama
A Boy Called Christmas,2021,6.7,7.6,family
Tall Girl 2,2022,4.7,5.8,romance
Afterlife of the Party,2021,5.7,6.9,fantasy
Byron Baes,2022,2.6,0,reality
The Kingdom,2021,6.5,7.3,drama
40 Love,2021,0,3,comedy
Spycraft,2021,6.7,7,documentation
Thomas & Friends: All Engines Go!,2021,1.7,8,animation
Sparking Joy with Marie Kondo,2021,6.2,7.2,reality
Elite Short Stories: Guzmn Caye Rebe,2021,7.4,8.2,drama
Elite Short Stories: Patrick,2021,6.1,7.3,comedy
The Seventh Day,2021,4.5,5.5,horror
Top Secret UFO Projects: Declassified,2021,5.5,7.3,documentation
Thunder Force,2021,4.4,5.6,scifi
Cobalt Blue,2022,6.7,6.4,drama
Getting Curious with Jonathan Van Ness,2022,7,7.5,comedy
The Orbital Children,2022,6.4,8,action
Move to Heaven,2021,8.6,7.8,drama
All About Gila,2022,0,5.6,comedy
Gabby's Dollhouse,2021,7.2,8.8,fantasy
Fatma,2021,7.4,7.3,crime
SingleÕs Inferno,2021,7.2,9,reality
A Castle for Christmas,2021,5.5,5.8,romance
Outside the Wire,2021,5.4,6.4,scifi
The Loud House Movie,2021,6.2,7.7,animation
Inspector Koo,2021,6.9,7.3,action
Last Chance U: Basketball,2021,8.3,7.7,documentation
Waffles + Mochi,2021,7.5,7,family
Sisyphus,2021,7,7.2,action
Love is Blind: Japan,2022,7.1,7.5,reality
Back to 15,2022,6.6,6.3,comedy
The Invisible Thread,2022,6.6,6.7,drama
Battle Kitty,2022,7.4,0,animation
Misfit: The Series,2021,7.2,8.3,comedy
Lead Me Home,2021,7.1,6.7,documentation
Once Upon a Time... Happily Never After,2022,5.4,6.9,scifi
Aranyak,2021,7.9,7.7,crime
Ganglands,2021,7,7.4,action
Shaun the Sheep: The Flight Before Christmas,2021,7.3,6.9,comedy
Trollhunters: Rise of the Titans,2021,6.7,7.8,comedy
Elite Short Stories: Nadia Guzmn,2021,6.3,7.6,drama
Operation Hyacinth,2021,6.7,6.7,crime
Grudge,2021,5.5,6.4,thriller
Four to Dinner,2022,6.3,6.2,comedy
Swap Shop,2021,6.7,6.7,reality
Headspace Guide to Meditation,2021,8.4,7.8,documentation
Twenty Somethings: Austin,2021,6,1,reality
Kuthiraivaal,2021,6.4,0,drama
More the Merrier,2021,5.4,6.7,comedy
I Am All Girls,2021,5.9,6.6,crime
The Parisian Agency: Exclusive Properties,2021,7.4,0,reality
The Kissing Booth 3,2021,4.7,7.1,romance
Penguin Town,2021,7.9,7.8,documentation
Kitz,2021,5.7,7.7,thriller
Chris Rock Total Blackout: The Tamborine Extended Cut,2021,7,0,comedy
A Sinister Sect: Colonia Dignidad,2021,0,6.6,documentation
This Is Pop,2021,6.9,7.8,music
Pel,2021,7,7.5,documentation
Etharkkum Thunindhavan,2022,7.2,0,action
Memories of a Murderer: The Nilsen Tapes,2021,6.3,6.2,documentation
Transformers: War for Cybertron: Kingdom,2021,0,8.3,action
Don't Kill Me,2021,4.3,4,romance
Elite Short Stories: Phillipe Caye Felipe,2021,6.2,6.9,comedy
Found,2021,7.5,7.6,documentation
Luna Park,2021,6.4,8.1,drama
Three Songs for Benazir,2021,7.7,6.5,drama
Forecasting Love and Weather,2022,7.2,9,drama
The Fame Game,2022,0,7,crime
Brian Regan: On the Rocks,2021,6.9,6.8,comedy
Ride or Die,2021,5.5,6.5,thriller
Monster,2021,6.5,6.5,drama
Amend: The Fight for America,2021,7.8,7.1,war
Go Dog Go,2021,7.2,8,animation
Mobile Suit Gundam Hathaway,2021,6.6,7.6,drama
This Is the Night,2021,5.5,7.3,drama
Dhamaka,2021,7.5,7.3,thriller
Selling Tampa,2021,4.4,10,reality
The Whole Truth,2021,5.1,6.3,horror
Zero Chill,2021,0,7.8,drama
Elves,2021,5.5,7,fantasy
A Week Away,2021,5.7,7,drama
Crazy About Her,2021,6.6,7.2,comedy
Below Zero,2021,6.2,6.4,action
Light the Night,2021,7.4,8.9,drama
800 Meters,2022,6.9,6.5,documentation
Action Pack,2022,6.5,10,action
Finding Ola,2022,7.6,0,comedy
Pui Pui Molcar,2021,8.1,8.1,animation
Generation 56K,2021,7.4,7.5,comedy
Ferry,2021,7,6.8,drama
Elite Short Stories: Samuel Omar,2021,6.1,7,comedy
Yara,2021,6.2,6.3,drama
Call My Agent Bollywood,2021,7.4,0,drama
Elite Short Stories: Omar Ander Alexis,2021,7.3,7.7,drama
The 8th Night,2021,5.3,6.2,horror
Skater Girl,2021,6.6,7.5,drama
Penguin Bloom,2021,6.8,7.1,drama
Elite Short Stories: Carla Samuel,2021,6.9,7.7,drama
Sentinelle,2021,4.7,5.9,drama
Kid Cosmic,2021,7.9,8.8,action
Framed! A Sicilian Murder Mystery,2022,6.8,7.1,comedy
AlRawabi School for Girls,2021,7.4,7.5,drama
Until Life Do Us Part,2021,7.4,9,drama
Seal Team,2021,5.5,7.2,comedy
50M2,2021,6.9,7.5,comedy
Savage Rhythm,2022,6.3,7.1,drama
Coming Out Colton,2021,6.7,7.6,reality
Deep,2021,4.8,6.4,scifi
I Am Georgina,2022,3.9,7.5,reality
Marilyn's Eyes,2021,6.6,6.8,comedy
The Devil Below,2021,4.2,5.1,horror
Angry Birds: Summer Madness,2022,6.3,7.2,action
Still Out of My League,2021,5.4,6.7,comedy
The Lost Pirate Kingdom,2021,6.6,7.9,documentation
Stuck Together,2021,6.3,6,comedy
Sky Rojo,2021,6.5,7.7,action
Johnny Hallyday: Beyond Rock,2022,7,7,documentation
Surviving Paradise: A Family Tale,2022,7.5,6.4,documentation
Brother in Love 2,2021,7.2,0,comedy
The Last Mercenary,2021,5.3,6.7,comedy
You Are My Spring,2021,7.5,8.2,drama
Breaking Boundaries: The Science of Our Planet,2021,7.8,7.5,documentation
Vicky and Her Mystery,2021,6.4,7.2,drama
Looop Lapeta,2022,5.1,6.3,comedy
Why Did You Kill Me?,2021,5.6,6.2,documentation
Russell Howard: Lubricant,2021,7,5.3,comedy
Chicago Party Aunt,2021,5.3,6.5,comedy
The Door Into Summer,2021,6.3,0,scifi
Money Heist: From Tokyo to Berlin,2021,7.7,7.4,documentation
Queer Eye Germany,2022,7.5,1,reality
Broken Idol: The Undoing of Diomedes Daz,2022,6.1,7,documentation
Love Never Lies,2021,5.6,6.8,reality
Anne+,2021,6.1,5.7,drama
Sooryavanshi,2021,6.5,5.8,action
Naomi Osaka,2021,6.2,7.5,documentation
Attack of the Hollywood Clichs!,2021,0,6.2,documentation
Sexify,2021,6.5,7.6,drama
Motel Makeover,2021,4.8,5,reality
JAPAN SINKS: People of Hope,2021,6.7,5.8,scifi
Game Changer,2021,4.4,6.7,crime
The Hand of God: Through the Eyes of Sorrentino,2021,7,6.4,documentation
The Falls,2021,7,6.8,drama
The Last Forest,2021,7.3,7,drama
Invisible City,2021,7.7,7.1,drama
The Time It Takes,2021,7.1,7,drama
Escape the Undertaker,2021,4.3,5.2,horror
Blood Brothers: Malcolm X & Muhammad Ali,2021,6.9,7.5,documentation
American Girl,2021,7.2,6.3,drama
Biking Borders - eine etwas andere Reise,2021,7.7,7.3,documentation
Sounds Like Love,2021,5.4,6.5,comedy
Love Like the Falling Petals,2022,6.2,8,romance
Too Hot to Handle: Brazil,2021,5.4,7.5,reality
That Girl Lay Lay,2021,3.4,9.5,comedy
How I Fell in Love with a Gangster,2022,6,6.7,drama
Alessandro Cattelan: One Simple Question,2022,6.5,6.7,comedy
Anonymously Yours,2021,5.7,7.9,romance
Sexy Beasts,2021,4.6,6,reality
Major Grom: Plague Doctor,2021,6.3,6.8,action
Worn Stories,2021,6.6,6.9,documentation
WWII in Color: Road to Victory,2021,8.2,7.9,documentation
Everything Will Be Fine,2021,6.2,7.5,comedy
Forever Out of My League,2022,5.2,5.6,romance
Fishbowl Wives,2022,6.1,6.6,drama
Soil,2021,7.2,8,comedy
The Minimalists: Less Is Now,2021,5.9,6.5,documentation
Why Are You Like This?,2021,6.5,7.7,comedy
Eternally Confused and Eager for Love,2022,6.7,6.4,comedy
Blown Away: Christmas,2021,6.7,7.5,reality
The Motive,2021,5.3,5.7,crime
Making The Billion Dollar Code,2021,0,8.5,documentation
Where Is Marta?,2021,6.8,7.4,crime
Chappelle's Home Team - Earthquake: Legendary,2022,6.7,6.5,comedy
Doctor,2021,7.6,6.8,thriller
Amy Tan: Unintended Memoir,2021,7.7,8.3,documentation
Daughter from Another Mother,2021,7.2,7.5,romance
Dynasty Warriors,2021,4.7,6.4,action
John of God: The Crimes of a Spiritual Healer,2021,6.5,7.8,crime
Hey! Sinamika,2022,6.1,5.8,drama
Insiders,2021,4.2,6.7,reality
David and the Elves,2021,5.2,6.1,fantasy
Meskina,2021,5.6,6.4,comedy
Too Hot to Handle: Latino,2021,5.2,7.3,reality
Forgive Us Our Trespasses,2022,6.5,6.4,drama
Battle: Freestyle,2022,4.3,4.9,romance
Pedal to Metal,2022,7.5,7,action
D.P.,2021,0,8.3,action
Midnight Asia: Eat á Dance á Dream,2022,6.6,6,documentation
Security,2021,5,5.7,thriller
Dad Stop Embarrassing Me!,2021,4.1,7.5,comedy
Mine,2021,7.8,7.6,drama
Mad for Each Other,2021,7.9,8.3,drama
Sharkdog,2021,6.2,9.8,comedy
Cat People,2021,6.3,6.3,documentation
Law School,2021,8.1,8,crime
Blippi The Musical,2022,0,0,action
Bright: Samurai Soul,2021,5.5,5.8,animation
Love Is Blind: Brazil,2021,6.1,6.4,romance
Homunculus,2021,5.5,5.8,drama
Tattoo Redo,2021,5.8,5.5,reality
Bake Squad,2021,6.9,8,reality
Country Comfort,2021,6.9,7.8,drama
Secrets of Summer,2022,5.9,8,drama
Two Distant Strangers,2021,0,7.4,drama
Adventure Beast,2021,5.2,7.7,comedy
UFO,2022,4.8,5.7,drama
7 Yards: The Chris Norton Story,2021,7.8,7.3,documentation
Untold: Breaking Point,2021,7.6,8,documentation
Autumn Girl,2021,5.4,5.9,drama
Transformers: BotBots,2022,6.8,0,animation
In Good Hands,2022,5.6,6.5,drama
A California Christmas: City Lights,2021,5.5,6.7,romance
Zero,2021,5.6,7.6,scifi
Headspace Guide to Sleep,2021,6.8,8.8,animation
Dealer,2021,6.1,7,action
Spoiled Brats,2021,6.1,6.3,comedy
The Girl on the Train,2021,4.4,5.9,drama
A Tale Dark & Grimm,2021,7.3,7.7,comedy
Ray,2021,7.2,6.8,drama
Shyam Singha Roy,2021,7.9,7.3,drama
Phil Wang: Philly Philly Wang Wang,2021,6,6.8,comedy
The Phantom,2021,6.4,6,crime
Lady Boss: The Jackie Collins Story,2021,6.8,0,documentation
Murder by the Coast,2021,6.5,6.4,crime
Theo Von: Regular People,2021,5.1,7,comedy
Je suis Karl,2021,5.4,5.3,drama
Your Life is a Joke,2021,5.5,3,comedy
Madame Claude,2021,5.4,5.8,drama
Nicole Byer: BBW (Big Beautiful Weirdo),2021,5.7,6.6,comedy
The Getaway King,2021,6.8,7.2,action
Navillera,2021,8.8,8.5,drama
Coyotes,2021,5.1,6.9,drama
Superces,2022,0,10,comedy
Father Christmas Is Back,2021,4.5,4.7,comedy
Hype House,2022,2.3,5,reality
Last Summer,2021,6.3,5.9,romance
A Family,2021,7,7.2,crime
Ms. Pat: Y'all Wanna Hear Something Crazy?,2022,6.1,7,comedy
Word of Honor,2021,0,8.8,action
Jonas Brothers Family Roast,2021,5.1,7.1,music
Red Dot,2021,5.5,5.9,horror
We Couldn't Become Adults,2021,6.5,6.3,drama
Heroes: Silence and Rock & Roll,2021,7.5,8.6,music
Forever Rich,2021,5.5,6,drama
Baggio: The Divine Ponytail,2021,6.1,6.5,drama
Ridley Jones,2021,4.7,8,animation
Myth and Mogul: John DeLorean,2021,6.8,7,documentation
Chandigarh Kare Aashiqui,2021,6.9,7.2,crime
Child of Kamiari Month,2021,5.9,6.2,fantasy
Cooking With Paris,2021,5.2,6.6,reality
Cousins,2021,6.9,7.3,drama
Dogs in Space,2021,7.2,7.5,comedy
New Gods: Nezha Reborn,2021,6.8,8.3,fantasy
Human: The World Within,2021,6.8,8.7,documentation
Taarak Mehta Kka Chhota Chashmah,2021,6.8,0,animation
Barbie & Chelsea: The Lost Birthday,2021,0,7.2,animation
Confessions of an Invisible Girl,2021,5.2,6.9,drama
Black Island,2021,5.1,6.1,thriller
Crime Stories: India Detectives,2021,7.2,7,documentation
The World's Most Amazing Vacation Rentals,2021,6.7,7.4,reality
The Hungry and the Hairy,2021,7.5,8,reality
Michael Che: Shame the Devil,2021,6.4,7.2,comedy
Lulli,2021,4.7,5.9,fantasy
The Seven Deadly Sins: Cursed by Light,2021,6.4,2,animation
Somos.,2021,7.1,7.7,drama
The Princess Switch 3: Romancing the Star,2021,5.5,6.9,romance
The Yin Yang Master,2021,0,6.8,fantasy
Heart Shot,2022,0,5.3,romance
Kongsi Raya,2022,7,0,comedy
Racket Boys,2021,1.8,8,comedy
Biggie: I Got a Story to Tell,2021,6.8,7.1,music
The Houseboat,2021,0,7,documentation
Donkeyhead,2022,6.7,0,drama
Camp Confidential: America's Secret Nazis,2021,6.3,7.1,animation
Decoupled,2021,8,8.7,comedy
The Wonderful: Stories from the Space Station,2021,0,7,documentation
Rebelde,2022,6.2,7.4,drama
Karma's World,2021,6.2,6.9,animation
Mike Epps: Indiana Mike,2022,0,2,comedy
In Our Mothers' Gardens,2021,8.6,0,documentation
Arlo the Alligator Boy,2021,6.5,6.9,animation
So Not Worth It,2021,0,8.2,drama
137 Shots,2021,6.2,7.1,crime
One,2021,6.5,6.6,drama
Mo Amer: Mohammed in Texas,2021,6.5,4.3,comedy
Caught by a Wave,2021,5.7,6.7,romance
42 Days of Darkness,2022,0,0,thriller
The Women and the Murderer,2021,6.4,6.2,crime
Monster Hunter: Legends of the Guild,2021,0,5.7,fantasy
Adam by Eve: A Live in Animation,2022,6.5,5.8,drama
Storybots Laugh Learn Sing,2021,0,0,animation
Remember You,2021,7.4,7,action
Time,2021,0,7,drama
11M,2022,7,6.1,documentation
Montford: The Chickasaw Rancher,2021,6.7,6,drama
Sex: Unzipped,2021,2.5,3.8,comedy
Swallow,2021,3.4,4.8,thriller
Paper Lives,2021,6.7,8.1,drama
Haseen Dillruba,2021,7,6.3,drama
AI Love You,2022,4.4,5.6,romance
Amina,2021,3.9,6.5,drama
The Fastest,2021,5.7,6,reality
In for a Murder,2021,5.3,5.6,comedy
Fate: The Winx Saga - The Afterparty,2021,6.2,8.8,comedy
Amandla,2022,5.5,6.8,crime
Sweet & Sour,2021,6.7,7.9,comedy
The Soul,2021,6.6,7.2,scifi
Till Death,2021,0,6.7,drama
Love is Color Blind,2021,8.3,8,romance
Scaredy Cats,2021,6.2,6.8,scifi
We the People,2021,3.4,8,family
My Love: Six Stories of True Love,2021,7.5,5,reality
The War Next-door,2021,5.6,7.2,comedy
Love Me Instead,2021,7,6.6,drama
Marriage or Mortgage,2021,5.1,10,reality
Kapil Sharma: I'm Not Done Yet,2022,6.9,7.8,comedy
The Last Paradiso,2021,5.7,6,drama
The Future Diary,2021,7.9,8,reality
1000 Miles from Christmas,2021,5.7,6.3,comedy
Race: Bubba Wallace,2022,5.9,5.7,documentation
Mimi,2021,0,7.2,comedy
The Father Who Moves Mountains,2021,5.5,6,thriller
Nail Bomber: Manhunt,2021,6.3,6.4,crime
Red,2021,0,7.8,drama
Secret Magic Control Agency,2021,6.2,7.2,fantasy
The Wedding Coach,2021,4.9,10,comedy
LOL Surprise: The Movie,2021,0,6.9,animation
Haunted: Latin America,2021,5.3,7.4,reality
Untold: Caitlyn Jenner,2021,6.4,6.6,documentation
Most Eligible Bachelor,2021,6.4,5.7,drama
Lords of Scam,2021,6.3,6.8,documentation
Xtreme,2021,5.8,6.6,thriller
Pet Stars,2021,4.9,8.7,reality
Ghost Lab,2021,5.2,6.5,horror
Carolin Kebekus: The Last Christmas Special,2021,4.7,5.3,comedy
Just Short of Perfect,2021,5.3,6.2,romance
MaveriX,2022,8.4,0,sport
Puff: Wonders of the Reef,2021,7.1,7.7,documentation
The Rational Life,2021,8.1,9,drama
My Wonderful Life,2021,5.8,4.9,drama
Love Tactics,2022,5.1,6.8,romance
Roohi,2021,4.4,4.9,comedy
Dive Club,2021,6.2,7.9,drama
Elize Matsunaga: Once Upon a Crime,2021,5.9,6.4,crime
Asakusa Kid,2021,7.1,6.9,drama
The House of Flowers: The Movie,2021,5.5,8.2,drama
Cat Burglar,2022,6.9,5.9,animation
Hei$t: The Great Robbery of Brazil's Central Bank,2022,6.3,5,documentation
The New Adventures of Oggy,2021,6.6,0,comedy
Creating The Queen's Gambit,2021,6.9,7.9,documentation
Octonauts: The Ring of Fire,2021,6.5,5.7,animation
The Land,2021,6.1,5.2,drama
Alma Matters: Inside the IIT Dream,2021,8.3,9,drama
